Latitude,Longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,First Yr Annual (MWh),Breakeven Price ($/MWh),Reference Price ($/MWh),Total Capacity (MW),Annual
46.04,-73.11,Utility Tracker,Time of use,Tariff,85135.85,103.5,32.7,50,4.33
50.88,-119.46,Commercial,Flat,,240.24,130.12,87.21,0.2,4.11
50.88,-119.46,Commercial,Time of use,,240.24,104.78,87.21,0.2,4.11
50.88,-119.46,Community,Flat,,240.24,123.69,87.21,0.2,4.11
50.88,-119.46,Community,Time of use,,240.24,99.59,87.21,0.2,4.11
50.88,-119.46,Residential,Flat,,5.9,166.25,97.75,0.005,4.11
50.88,-119.46,Residential,Time of use,,5.9,137.37,97.75,0.005,4.11
50.88,-119.46,Utility Fixed,Flat,No Tariff,60061.87,102.36,47.71,50,4.11
50.88,-119.46,Utility Fixed,Flat,Tariff,60061.87,131.43,47.71,50,4.11
50.88,-119.46,Utility Fixed,Time of use,No Tariff,60061.87,82.42,47.71,50,4.11
50.88,-119.46,Utility Fixed,Time of use,Tariff,60061.87,105.83,47.71,50,4.11
50.88,-119.46,Utility Tracker,Flat,No Tariff,72968.81,90,47.71,50,4.11
50.88,-119.46,Utility Tracker,Flat,Tariff,72968.81,113.9,47.71,50,4.11
50.88,-119.46,Utility Tracker,Time of use,No Tariff,72968.81,72.47,47.71,50,4.11
50.88,-119.46,Utility Tracker,Time of use,Tariff,72968.81,91.72,47.71,50,4.11
46.35,-62.25,Commercial,Flat,,240.71,129.94,145.7,0.2,4.93
46.35,-62.25,Commercial,Time of use,,240.71,114.8,145.7,0.2,4.93
46.35,-62.25,Community,Flat,,240.71,113.41,145.7,0.2,4.93
46.35,-62.25,Community,Time of use,,240.71,100.2,145.7,0.2,4.93
46.35,-62.25,Residential,Flat,,5.98,165.15,165.26,0.005,4.93
46.35,-62.25,Residential,Time of use,,5.98,147.54,165.26,0.005,4.93
46.35,-62.25,Utility Fixed,Flat,No Tariff,60177.86,98.14,71.4,50,4.93
46.35,-62.25,Utility Fixed,Flat,Tariff,60177.86,145.88,71.4,50,4.93
46.35,-62.25,Utility Fixed,Time of use,No Tariff,60177.86,86.71,71.4,50,4.93
46.35,-62.25,Utility Fixed,Time of use,Tariff,60177.86,128.9,71.4,50,4.93
46.35,-62.25,Utility Tracker,Flat,No Tariff,72981.08,86.62,71.4,50,4.93
46.35,-62.25,Utility Tracker,Flat,Tariff,72981.08,125.98,71.4,50,4.93
46.35,-62.25,Utility Tracker,Time of use,No Tariff,72981.08,77.48,71.4,50,4.93
46.35,-62.25,Utility Tracker,Time of use,Tariff,72981.08,112.69,71.4,50,4.93
49.61,-100.26,Commercial,Flat,,283.3,111.91,66.4,0.2,4.93
49.61,-100.26,Commercial,Time of use,,283.3,91.92,66.4,0.2,4.93
49.61,-100.26,Community,Flat,,283.3,99.26,66.4,0.2,4.93
49.61,-100.26,Community,Time of use,,283.3,81.53,66.4,0.2,4.93
49.61,-100.26,Residential,Flat,,6.89,145.31,87.21,0.005,4.93
49.61,-100.26,Residential,Time of use,,6.89,122.55,87.21,0.005,4.93
49.61,-100.26,Utility Fixed,Flat,No Tariff,70826.56,85.93,33.42,50,4.93
49.61,-100.26,Utility Fixed,Flat,Tariff,70826.56,114.32,33.42,50,4.93
49.61,-100.26,Utility Fixed,Time of use,No Tariff,70826.56,70.57,33.42,50,4.93
49.61,-100.26,Utility Fixed,Time of use,Tariff,70826.56,93.89,33.42,50,4.93
49.61,-100.26,Utility Tracker,Flat,No Tariff,88064.54,74.05,33.42,50,4.93
49.61,-100.26,Utility Tracker,Flat,Tariff,88064.54,96.83,33.42,50,4.93
49.61,-100.26,Utility Tracker,Time of use,No Tariff,88064.54,60.74,33.42,50,4.93
49.61,-100.26,Utility Tracker,Time of use,Tariff,88064.54,79.42,33.42,50,4.93
45.16,-63.08,Commercial,Flat,,259.21,123.96,127.7,0.2,3.47
45.16,-63.08,Commercial,Time of use,,259.21,108.7,127.7,0.2,3.47
45.16,-63.08,Community,Flat,,259.21,108.17,127.7,0.2,3.47
45.16,-63.08,Community,Time of use,,259.21,94.85,127.7,0.2,3.47
45.16,-63.08,Residential,Flat,,6.36,159.53,142.7,0.005,3.47
45.16,-63.08,Residential,Time of use,,6.36,141.7,142.7,0.005,3.47
45.16,-63.08,Utility Fixed,Flat,No Tariff,64803.94,93.72,80.15,50,3.47
45.16,-63.08,Utility Fixed,Flat,Tariff,64803.94,149.94,80.15,50,3.47
45.16,-63.08,Utility Fixed,Time of use,No Tariff,64803.94,82.19,80.15,50,3.47
45.16,-63.08,Utility Fixed,Time of use,Tariff,64803.94,131.49,80.15,50,3.47
45.16,-63.08,Utility Tracker,Flat,No Tariff,78342.23,83.04,80.15,50,3.47
45.16,-63.08,Utility Tracker,Flat,Tariff,78342.23,129.55,80.15,50,3.47
45.16,-63.08,Utility Tracker,Time of use,No Tariff,78342.23,73.52,80.15,50,3.47
45.16,-63.08,Utility Tracker,Time of use,Tariff,78342.23,114.69,80.15,50,3.47
45.75,-65.3,Commercial,Flat,,267.02,128.22,117.73,0.2,3.47
45.75,-65.3,Commercial,Time of use,,267.02,112.37,117.73,0.2,3.47
45.75,-65.3,Community,Flat,,267.02,111.87,117.73,0.2,3.47
45.75,-65.3,Community,Time of use,,267.02,98.05,117.73,0.2,3.47
45.75,-65.3,Residential,Flat,,6.55,165.29,124.32,0.005,3.47
45.75,-65.3,Residential,Time of use,,6.55,145.14,124.32,0.005,3.47
45.75,-65.3,Utility Fixed,Flat,No Tariff,66756.36,97.05,52,50,3.47
45.75,-65.3,Utility Fixed,Flat,Tariff,66756.36,144.71,52,50,3.47
45.75,-65.3,Utility Fixed,Time of use,No Tariff,66756.36,85.06,52,50,3.47
45.75,-65.3,Utility Fixed,Time of use,Tariff,66756.36,126.84,52,50,3.47
45.75,-65.3,Utility Tracker,Flat,No Tariff,81238.34,85.47,52,50,3.47
45.75,-65.3,Utility Tracker,Flat,Tariff,81238.34,124.63,52,50,3.47
45.75,-65.3,Utility Tracker,Time of use,No Tariff,81238.34,75.63,52,50,3.47
45.75,-65.3,Utility Tracker,Time of use,Tariff,81238.34,110.29,52,50,3.47
46.53,-64.91,Commercial,Flat,,281.18,121.78,117.73,0.2,3.47
46.53,-64.91,Commercial,Time of use,,281.18,106.61,117.73,0.2,3.47
46.53,-64.91,Community,Flat,,281.18,106.25,117.73,0.2,3.47
46.53,-64.91,Community,Time of use,,281.18,93.02,117.73,0.2,3.47
46.53,-64.91,Residential,Flat,,6.87,157.61,124.32,0.005,3.47
46.53,-64.91,Residential,Time of use,,6.87,138.29,124.32,0.005,3.47
46.53,-64.91,Utility Fixed,Flat,No Tariff,70295.81,92.4,52,50,3.47
46.53,-64.91,Utility Fixed,Flat,Tariff,70295.81,137.69,52,50,3.47
46.53,-64.91,Utility Fixed,Time of use,No Tariff,70295.81,80.9,52,50,3.47
46.53,-64.91,Utility Fixed,Time of use,Tariff,70295.81,120.55,52,50,3.47
46.53,-64.91,Utility Tracker,Flat,No Tariff,85998.5,81,52,50,3.47
46.53,-64.91,Utility Tracker,Flat,Tariff,85998.5,118.02,52,50,3.47
46.53,-64.91,Utility Tracker,Time of use,No Tariff,85998.5,71.6,52,50,3.47
46.53,-64.91,Utility Tracker,Time of use,Tariff,85998.5,104.33,52,50,3.47
44.81,-75.7,Commercial,Flat,,279.26,114.3,146.51,0.2,3.47
44.81,-75.7,Commercial,Time of use,,279.26,92.76,146.51,0.2,3.47
44.81,-75.7,Community,Flat,,279.26,101.83,146.51,0.2,3.47
44.81,-75.7,Community,Time of use,,279.26,82.64,146.51,0.2,3.47
44.81,-75.7,Residential,Flat,,6.87,145.26,125.93,0.005,3.47
44.81,-75.7,Residential,Time of use,,6.87,119.86,125.93,0.005,3.47
44.81,-75.7,Utility Fixed,Flat,No Tariff,69815.39,88.72,18.64,50,3.47
44.81,-75.7,Utility Fixed,Flat,Tariff,69815.39,90.16,18.64,50,3.47
44.81,-75.7,Utility Fixed,Time of use,No Tariff,69815.39,71.99,18.64,50,3.47
44.81,-75.7,Utility Fixed,Time of use,Tariff,69815.39,73.17,18.64,50,3.47
44.81,-75.7,Utility Tracker,Flat,No Tariff,85375.78,77.53,18.64,50,3.47
44.81,-75.7,Utility Tracker,Flat,Tariff,85375.78,78.72,18.64,50,3.47
44.81,-75.7,Utility Tracker,Time of use,No Tariff,85375.78,62.85,18.64,50,3.47
44.81,-75.7,Utility Tracker,Time of use,Tariff,85375.78,63.81,18.64,50,3.47
49.4,-56.08,Commercial,Flat,,234.24,133.58,82.09,0.2,3.53
49.4,-56.08,Commercial,Time of use,,234.24,116.11,82.09,0.2,3.53
49.4,-56.08,Community,Flat,,234.24,116.59,82.09,0.2,3.53
49.4,-56.08,Community,Time of use,,234.24,101.35,82.09,0.2,3.53
49.4,-56.08,Residential,Flat,,5.7,173.42,121.95,0.005,3.53
49.4,-56.08,Residential,Time of use,,5.7,151.37,121.95,0.005,3.53
49.4,-56.08,Utility Fixed,Flat,No Tariff,58560.91,100.95,39.71,50,3.53
49.4,-56.08,Utility Fixed,Flat,Tariff,58560.91,100.95,39.71,50,3.53
49.4,-56.08,Utility Fixed,Time of use,No Tariff,58560.91,87.76,39.71,50,3.53
49.4,-56.08,Utility Fixed,Time of use,Tariff,58560.91,87.76,39.71,50,3.53
49.4,-56.08,Utility Tracker,Flat,No Tariff,70506.67,89.73,39.71,50,3.53
49.4,-56.08,Utility Tracker,Flat,Tariff,70506.67,89.73,39.71,50,3.53
49.4,-56.08,Utility Tracker,Time of use,No Tariff,70506.67,79.18,39.71,50,3.53
49.4,-56.08,Utility Tracker,Time of use,Tariff,70506.67,79.18,39.71,50,3.53
49.97,-56.02,Commercial,Flat,,228.03,137.18,82.09,0.2,3.53
49.97,-56.02,Commercial,Time of use,,228.03,119.63,82.09,0.2,3.53
49.97,-56.02,Community,Flat,,228.03,119.74,82.09,0.2,3.53
49.97,-56.02,Community,Time of use,,228.03,104.42,82.09,0.2,3.53
49.97,-56.02,Residential,Flat,,5.58,176.91,121.95,0.005,3.53
49.97,-56.02,Residential,Time of use,,5.58,154.92,121.95,0.005,3.53
49.97,-56.02,Utility Fixed,Flat,No Tariff,57008.16,103.56,39.71,50,3.53
49.97,-56.02,Utility Fixed,Flat,Tariff,57008.16,103.56,39.71,50,3.53
49.97,-56.02,Utility Fixed,Time of use,No Tariff,57008.16,90.33,39.71,50,3.53
49.97,-56.02,Utility Fixed,Time of use,Tariff,57008.16,90.33,39.71,50,3.53
49.97,-56.02,Utility Tracker,Flat,No Tariff,68690.27,91.95,39.71,50,3.53
49.97,-56.02,Utility Tracker,Flat,Tariff,68690.27,91.95,39.71,50,3.53
49.97,-56.02,Utility Tracker,Time of use,No Tariff,68690.27,81.54,39.71,50,3.53
49.97,-56.02,Utility Tracker,Time of use,Tariff,68690.27,81.54,39.71,50,3.53
45.56,-64.17,Commercial,Flat,,272.13,118.11,127.7,0.2,3.53
45.56,-64.17,Commercial,Time of use,,272.13,103.37,127.7,0.2,3.53
45.56,-64.17,Community,Flat,,272.13,103.06,127.7,0.2,3.53
45.56,-64.17,Community,Time of use,,272.13,90.2,127.7,0.2,3.53
45.56,-64.17,Residential,Flat,,6.66,152.39,142.7,0.005,3.53
45.56,-64.17,Residential,Time of use,,6.66,135.48,142.7,0.005,3.53
45.56,-64.17,Utility Fixed,Flat,No Tariff,68034.73,89.51,80.15,50,3.53
45.56,-64.17,Utility Fixed,Flat,Tariff,68034.73,143.1,80.15,50,3.53
45.56,-64.17,Utility Fixed,Time of use,No Tariff,68034.73,78.35,80.15,50,3.53
45.56,-64.17,Utility Fixed,Time of use,Tariff,68034.73,125.25,80.15,50,3.53
45.56,-64.17,Utility Tracker,Flat,No Tariff,82262.77,79.31,80.15,50,3.53
45.56,-64.17,Utility Tracker,Flat,Tariff,82262.77,123.63,80.15,50,3.53
45.56,-64.17,Utility Tracker,Time of use,No Tariff,82262.77,70.04,80.15,50,3.53
45.56,-64.17,Utility Tracker,Time of use,Tariff,82262.77,109.18,80.15,50,3.53
44.7,-81.21,Commercial,Flat,,278.56,114.5,146.51,0.2,4.18
44.7,-81.21,Commercial,Time of use,,278.56,93.06,146.51,0.2,4.18
44.7,-81.21,Community,Flat,,278.56,102.01,146.51,0.2,4.18
44.7,-81.21,Community,Time of use,,278.56,82.91,146.51,0.2,4.18
44.7,-81.21,Residential,Flat,,6.93,144,125.93,0.005,4.18
44.7,-81.21,Residential,Time of use,,6.93,118.07,125.93,0.005,4.18
44.7,-81.21,Utility Fixed,Flat,No Tariff,69640.77,88.84,18.64,50,4.18
44.7,-81.21,Utility Fixed,Flat,Tariff,69640.77,90.29,18.64,50,4.18
44.7,-81.21,Utility Fixed,Time of use,No Tariff,69640.77,72.2,18.64,50,4.18
44.7,-81.21,Utility Fixed,Time of use,Tariff,69640.77,73.38,18.64,50,4.18
44.7,-81.21,Utility Tracker,Flat,No Tariff,86655.74,76.36,18.64,50,4.18
44.7,-81.21,Utility Tracker,Flat,Tariff,86655.74,77.53,18.64,50,4.18
44.7,-81.21,Utility Tracker,Time of use,No Tariff,86655.74,61.99,18.64,50,4.18
44.7,-81.21,Utility Tracker,Time of use,Tariff,86655.74,62.93,18.64,50,4.18
46.86,-60.46,Commercial,Flat,,236.46,135.77,127.7,0.2,3.65
46.86,-60.46,Commercial,Time of use,,236.46,120.12,127.7,0.2,3.65
46.86,-60.46,Community,Flat,,236.46,118.47,127.7,0.2,3.65
46.86,-60.46,Community,Time of use,,236.46,104.81,127.7,0.2,3.65
46.86,-60.46,Residential,Flat,,5.87,172.84,142.7,0.005,3.65
46.86,-60.46,Residential,Time of use,,5.87,155.58,142.7,0.005,3.65
46.86,-60.46,Utility Fixed,Flat,No Tariff,59117.27,102.24,80.15,50,3.65
46.86,-60.46,Utility Fixed,Flat,Tariff,59117.27,163.78,80.15,50,3.65
46.86,-60.46,Utility Fixed,Time of use,No Tariff,59117.27,90.47,80.15,50,3.65
46.86,-60.46,Utility Fixed,Time of use,Tariff,59117.27,144.91,80.15,50,3.65
46.86,-60.46,Utility Tracker,Flat,No Tariff,70834.41,91.3,80.15,50,3.65
46.86,-60.46,Utility Tracker,Flat,Tariff,70834.41,142.64,80.15,50,3.65
46.86,-60.46,Utility Tracker,Time of use,No Tariff,70834.41,81.87,80.15,50,3.65
46.86,-60.46,Utility Tracker,Time of use,Tariff,70834.41,127.91,80.15,50,3.65
43.31,-81.5,Commercial,Flat,,266.33,119.75,146.51,0.2,4.21
43.31,-81.5,Commercial,Time of use,,266.33,97.41,146.51,0.2,4.21
43.31,-81.5,Community,Flat,,266.33,106.69,146.51,0.2,4.21
43.31,-81.5,Community,Time of use,,266.33,86.79,146.51,0.2,4.21
43.31,-81.5,Residential,Flat,,6.62,150.57,125.93,0.005,4.21
43.31,-81.5,Residential,Time of use,,6.62,123.7,125.93,0.005,4.21
43.31,-81.5,Utility Fixed,Flat,No Tariff,66584.66,92.72,18.64,50,4.21
43.31,-81.5,Utility Fixed,Flat,Tariff,66584.66,94.24,18.64,50,4.21
43.31,-81.5,Utility Fixed,Time of use,No Tariff,66584.66,75.42,18.64,50,4.21
43.31,-81.5,Utility Fixed,Time of use,Tariff,66584.66,76.65,18.64,50,4.21
43.31,-81.5,Utility Tracker,Flat,No Tariff,81128.15,81.3,18.64,50,4.21
43.31,-81.5,Utility Tracker,Flat,Tariff,81128.15,82.54,18.64,50,4.21
43.31,-81.5,Utility Tracker,Time of use,No Tariff,81128.15,66.07,18.64,50,4.21
43.31,-81.5,Utility Tracker,Time of use,Tariff,81128.15,67.08,18.64,50,4.21
56.78,-98.93,Commercial,Flat,,246.46,128.25,66.4,0.2,4.18
56.78,-98.93,Commercial,Time of use,,246.46,104.92,66.4,0.2,4.18
56.78,-98.93,Community,Flat,,246.46,113.72,66.4,0.2,4.18
56.78,-98.93,Community,Time of use,,246.46,93.03,66.4,0.2,4.18
56.78,-98.93,Residential,Flat,,5.9,169.36,87.21,0.005,4.18
56.78,-98.93,Residential,Time of use,,5.9,142.42,87.21,0.005,4.18
56.78,-98.93,Utility Fixed,Flat,No Tariff,61615.04,97.72,33.42,50,4.18
56.78,-98.93,Utility Fixed,Flat,Tariff,61615.04,130.29,33.42,50,4.18
56.78,-98.93,Utility Fixed,Time of use,No Tariff,61615.04,79.93,33.42,50,4.18
56.78,-98.93,Utility Fixed,Time of use,Tariff,61615.04,106.56,33.42,50,4.18
56.78,-98.93,Utility Tracker,Flat,No Tariff,76787.57,83.8,33.42,50,4.18
56.78,-98.93,Utility Tracker,Flat,Tariff,76787.57,109.81,33.42,50,4.18
56.78,-98.93,Utility Tracker,Time of use,No Tariff,76787.57,68.47,33.42,50,4.18
56.78,-98.93,Utility Tracker,Time of use,Tariff,76787.57,89.71,33.42,50,4.18
44.99,-75.45,Commercial,Flat,,284.15,112.31,146.51,0.2,4.37
44.99,-75.45,Commercial,Time of use,,284.15,91.28,146.51,0.2,4.37
44.99,-75.45,Community,Flat,,284.15,100.06,146.51,0.2,4.37
44.99,-75.45,Community,Time of use,,284.15,81.32,146.51,0.2,4.37
44.99,-75.45,Residential,Flat,,6.99,142.76,125.93,0.005,4.37
44.99,-75.45,Residential,Time of use,,6.99,117.82,125.93,0.005,4.37
44.99,-75.45,Utility Fixed,Flat,No Tariff,71039.99,87.24,18.64,50,4.37
44.99,-75.45,Utility Fixed,Flat,Tariff,71039.99,88.66,18.64,50,4.37
44.99,-75.45,Utility Fixed,Time of use,No Tariff,71039.99,70.89,18.64,50,4.37
44.99,-75.45,Utility Fixed,Time of use,Tariff,71039.99,72.05,18.64,50,4.37
44.99,-75.45,Utility Tracker,Flat,No Tariff,86569.96,76.51,18.64,50,4.37
44.99,-75.45,Utility Tracker,Flat,Tariff,86569.96,77.67,18.64,50,4.37
44.99,-75.45,Utility Tracker,Time of use,No Tariff,86569.96,62.12,18.64,50,4.37
44.99,-75.45,Utility Tracker,Time of use,Tariff,86569.96,63.07,18.64,50,4.37
43.92,-66.06,Commercial,Flat,,271.1,118.52,127.7,0.2,4
43.92,-66.06,Commercial,Time of use,,271.1,104.16,127.7,0.2,4
43.92,-66.06,Community,Flat,,271.1,103.42,127.7,0.2,4
43.92,-66.06,Community,Time of use,,271.1,90.89,127.7,0.2,4
43.92,-66.06,Residential,Flat,,6.7,151.53,142.7,0.005,4
43.92,-66.06,Residential,Time of use,,6.7,136.4,142.7,0.005,4
43.92,-66.06,Utility Fixed,Flat,No Tariff,67775.42,89.78,80.15,50,4
43.92,-66.06,Utility Fixed,Flat,Tariff,67775.42,143.54,80.15,50,4
43.92,-66.06,Utility Fixed,Time of use,No Tariff,67775.42,78.91,80.15,50,4
43.92,-66.06,Utility Fixed,Time of use,Tariff,67775.42,126.16,80.15,50,4
43.92,-66.06,Utility Tracker,Flat,No Tariff,82156.57,79.36,80.15,50,4
43.92,-66.06,Utility Tracker,Flat,Tariff,82156.57,123.71,80.15,50,4
43.92,-66.06,Utility Tracker,Time of use,No Tariff,82156.57,70.38,80.15,50,4
43.92,-66.06,Utility Tracker,Time of use,Tariff,82156.57,109.71,80.15,50,4
48.48,-81.21,Commercial,Flat,,268.71,118.79,146.51,0.2,4.24
48.48,-81.21,Commercial,Time of use,,268.71,97.29,146.51,0.2,4.24
48.48,-81.21,Community,Flat,,268.71,105.83,146.51,0.2,4.24
48.48,-81.21,Community,Time of use,,268.71,86.67,146.51,0.2,4.24
48.48,-81.21,Residential,Flat,,6.55,152.22,125.93,0.005,4.24
48.48,-81.21,Residential,Time of use,,6.55,125.8,125.93,0.005,4.24
48.48,-81.21,Utility Fixed,Flat,No Tariff,67179.35,92.03,18.64,50,4.24
48.48,-81.21,Utility Fixed,Flat,Tariff,67179.35,93.54,18.64,50,4.24
48.48,-81.21,Utility Fixed,Time of use,No Tariff,67179.35,75.37,18.64,50,4.24
48.48,-81.21,Utility Fixed,Time of use,Tariff,67179.35,76.6,18.64,50,4.24
48.48,-81.21,Utility Tracker,Flat,No Tariff,81922.24,80.61,18.64,50,4.24
48.48,-81.21,Utility Tracker,Flat,Tariff,81922.24,81.84,18.64,50,4.24
48.48,-81.21,Utility Tracker,Time of use,No Tariff,81922.24,65.91,18.64,50,4.24
48.48,-81.21,Utility Tracker,Time of use,Tariff,81922.24,66.92,18.64,50,4.24
47.53,-53.26,Commercial,Flat,,233.1,134.2,82.09,0.2,4.21
47.53,-53.26,Commercial,Time of use,,233.1,117.38,82.09,0.2,4.21
47.53,-53.26,Community,Flat,,233.1,117.13,82.09,0.2,4.21
47.53,-53.26,Community,Time of use,,233.1,102.45,82.09,0.2,4.21
47.53,-53.26,Residential,Flat,,5.73,172.28,121.95,0.005,4.21
47.53,-53.26,Residential,Time of use,,5.73,151.15,121.95,0.005,4.21
47.53,-53.26,Utility Fixed,Flat,No Tariff,58275.96,101.39,39.71,50,4.21
47.53,-53.26,Utility Fixed,Flat,Tariff,58275.96,101.39,39.71,50,4.21
47.53,-53.26,Utility Fixed,Time of use,No Tariff,58275.96,88.69,39.71,50,4.21
47.53,-53.26,Utility Fixed,Time of use,Tariff,58275.96,88.69,39.71,50,4.21
47.53,-53.26,Utility Tracker,Flat,No Tariff,69597.07,90.81,39.71,50,4.21
47.53,-53.26,Utility Tracker,Flat,Tariff,69597.07,90.81,39.71,50,4.21
47.53,-53.26,Utility Tracker,Time of use,No Tariff,69597.07,80.77,39.71,50,4.21
47.53,-53.26,Utility Tracker,Time of use,Tariff,69597.07,80.77,39.71,50,4.21
47.65,-64.86,Commercial,Flat,,268.59,127.47,117.73,0.2,4.21
47.65,-64.86,Commercial,Time of use,,268.59,111.85,117.73,0.2,4.21
47.65,-64.86,Community,Flat,,268.59,111.22,117.73,0.2,4.21
47.65,-64.86,Community,Time of use,,268.59,97.59,117.73,0.2,4.21
47.65,-64.86,Residential,Flat,,6.57,164.6,124.32,0.005,4.21
47.65,-64.86,Residential,Time of use,,6.57,144.75,124.32,0.005,4.21
47.65,-64.86,Utility Fixed,Flat,No Tariff,67149,96.52,52,50,4.21
47.65,-64.86,Utility Fixed,Flat,Tariff,67149,143.9,52,50,4.21
47.65,-64.86,Utility Fixed,Time of use,No Tariff,67149,84.7,52,50,4.21
47.65,-64.86,Utility Fixed,Time of use,Tariff,67149,126.28,52,50,4.21
47.65,-64.86,Utility Tracker,Flat,No Tariff,81918.13,84.8,52,50,4.21
47.65,-64.86,Utility Tracker,Flat,Tariff,81918.13,123.65,52,50,4.21
47.65,-64.86,Utility Tracker,Time of use,No Tariff,81918.13,75.17,52,50,4.21
47.65,-64.86,Utility Tracker,Time of use,Tariff,81918.13,109.61,52,50,4.21
45.84,-79.37,Commercial,Flat,,278.13,114.78,146.51,0.2,4.21
45.84,-79.37,Commercial,Time of use,,278.13,93.87,146.51,0.2,4.21
45.84,-79.37,Community,Flat,,278.13,102.26,146.51,0.2,4.21
45.84,-79.37,Community,Time of use,,278.13,83.63,146.51,0.2,4.21
45.84,-79.37,Residential,Flat,,6.84,145.92,125.93,0.005,4.21
45.84,-79.37,Residential,Time of use,,6.84,120.5,125.93,0.005,4.21
45.84,-79.37,Utility Fixed,Flat,No Tariff,69532.51,89.09,18.64,50,4.21
45.84,-79.37,Utility Fixed,Flat,Tariff,69532.51,90.54,18.64,50,4.21
45.84,-79.37,Utility Fixed,Time of use,No Tariff,69532.51,72.85,18.64,50,4.21
45.84,-79.37,Utility Fixed,Time of use,Tariff,69532.51,74.04,18.64,50,4.21
45.84,-79.37,Utility Tracker,Flat,No Tariff,85750.99,77.23,18.64,50,4.21
45.84,-79.37,Utility Tracker,Flat,Tariff,85750.99,78.41,18.64,50,4.21
45.84,-79.37,Utility Tracker,Time of use,No Tariff,85750.99,63.07,18.64,50,4.21
45.84,-79.37,Utility Tracker,Time of use,Tariff,85750.99,64.03,18.64,50,4.21
45.59,-64.24,Commercial,Flat,,268.25,119.8,127.7,0.2,4.18
45.59,-64.24,Commercial,Time of use,,268.25,104.94,127.7,0.2,4.18
45.59,-64.24,Community,Flat,,268.25,104.53,127.7,0.2,4.18
45.59,-64.24,Community,Time of use,,268.25,91.57,127.7,0.2,4.18
45.59,-64.24,Residential,Flat,,6.58,154.32,142.7,0.005,4.18
45.59,-64.24,Residential,Time of use,,6.58,137.5,142.7,0.005,4.18
45.59,-64.24,Utility Fixed,Flat,No Tariff,67063.47,90.72,80.15,50,4.18
45.59,-64.24,Utility Fixed,Flat,Tariff,67063.47,145.06,80.15,50,4.18
45.59,-64.24,Utility Fixed,Time of use,No Tariff,67063.47,79.47,80.15,50,4.18
45.59,-64.24,Utility Fixed,Time of use,Tariff,67063.47,127.08,80.15,50,4.18
45.59,-64.24,Utility Tracker,Flat,No Tariff,81318.94,80.16,80.15,50,4.18
45.59,-64.24,Utility Tracker,Flat,Tariff,81318.94,124.98,80.15,50,4.18
45.59,-64.24,Utility Tracker,Time of use,No Tariff,81318.94,70.9,80.15,50,4.18
45.59,-64.24,Utility Tracker,Time of use,Tariff,81318.94,110.55,80.15,50,4.18
45.96,-67.25,Commercial,Flat,,276.13,124.03,117.73,0.2,4.18
45.96,-67.25,Commercial,Time of use,,276.13,108.41,117.73,0.2,4.18
45.96,-67.25,Community,Flat,,276.13,108.22,117.73,0.2,4.18
45.96,-67.25,Community,Time of use,,276.13,94.58,117.73,0.2,4.18
45.96,-67.25,Residential,Flat,,6.74,160.61,124.32,0.005,4.18
45.96,-67.25,Residential,Time of use,,6.74,140.68,124.32,0.005,4.18
45.96,-67.25,Utility Fixed,Flat,No Tariff,69032.59,94.04,52,50,4.18
45.96,-67.25,Utility Fixed,Flat,Tariff,69032.59,140.16,52,50,4.18
45.96,-67.25,Utility Fixed,Time of use,No Tariff,69032.59,82.2,52,50,4.18
45.96,-67.25,Utility Fixed,Time of use,Tariff,69032.59,122.51,52,50,4.18
45.96,-67.25,Utility Tracker,Flat,No Tariff,83700.5,83.12,52,50,4.18
45.96,-67.25,Utility Tracker,Flat,Tariff,83700.5,121.17,52,50,4.18
45.96,-67.25,Utility Tracker,Time of use,No Tariff,83700.5,73.24,52,50,4.18
45.96,-67.25,Utility Tracker,Time of use,Tariff,83700.5,106.77,52,50,4.18
44.49,-81.37,Commercial,Flat,,264.48,120.56,146.51,0.2,4.18
44.49,-81.37,Commercial,Time of use,,264.48,98.02,146.51,0.2,4.18
44.49,-81.37,Community,Flat,,264.48,107.41,146.51,0.2,4.18
44.49,-81.37,Community,Time of use,,264.48,87.33,146.51,0.2,4.18
44.49,-81.37,Residential,Flat,,6.59,151.28,125.93,0.005,4.18
44.49,-81.37,Residential,Time of use,,6.59,124.38,125.93,0.005,4.18
44.49,-81.37,Utility Fixed,Flat,No Tariff,66120.58,93.32,18.64,50,4.18
44.49,-81.37,Utility Fixed,Flat,Tariff,66120.58,94.84,18.64,50,4.18
44.49,-81.37,Utility Fixed,Time of use,No Tariff,66120.58,75.86,18.64,50,4.18
44.49,-81.37,Utility Fixed,Time of use,Tariff,66120.58,77.1,18.64,50,4.18
44.49,-81.37,Utility Tracker,Flat,No Tariff,80839.62,81.54,18.64,50,4.18
44.49,-81.37,Utility Tracker,Flat,Tariff,80839.62,82.78,18.64,50,4.18
44.49,-81.37,Utility Tracker,Time of use,No Tariff,80839.62,66.26,18.64,50,4.18
44.49,-81.37,Utility Tracker,Time of use,Tariff,80839.62,67.28,18.64,50,4.18
54.01,-125.76,Commercial,Flat,,242.21,126.6,87.21,0.2,3.68
54.01,-125.76,Commercial,Time of use,,242.21,102.18,87.21,0.2,3.68
54.01,-125.76,Community,Flat,,242.21,120.23,87.21,0.2,3.68
54.01,-125.76,Community,Time of use,,242.21,97.04,87.21,0.2,3.68
54.01,-125.76,Residential,Flat,,5.88,164.28,97.75,0.005,3.68
